	GAME_ID	MATCHUP	WL	LEFT_ELO	RIGHT_ELO
975	0021900572	DAL vs. LAL	L	2225	2575
965	0021900579	DET vs. CHI	L	1725	1675
964	0021900583	MIL @ POR	W	2700	1825
963	0021900581	PHI @ DAL	L	2275	2200
962	0021900580	OKC vs. LAL	L	2150	2600
960	0021900578	BOS vs. NOP	W	2350	1725
957	0021900577	HOU vs. MIN	W	2325	1825
956	0021900582	CLE @ DEN	W	1600	2375
951	0021900588	MEM vs. GSW	W	1875	1450
950	0021900586	BKN vs. ATL	W	1925	1425
949	0021900590	PHX vs. CHA	W	1800	1725
948	0021900584	NYK vs. MIA	W	1525	2400
947	0021900589	DEN vs. LAC	W	2350	2375
946	0021900587	TOR vs. SAS	L	2300	1875
939	0021900585	WAS vs. UTA	L	1700	2350
937	0021900596	SAC vs. ORL	L	1775	1925
936	0021900594	MIN vs. OKC	L	1800	2125
935	0021900593	CHI @ BOS	L	1700	2375
934	0021900597	CLE @ LAL	L	1625	2625
932	0021900591	DET vs. NOP	L	1700	1700
931	0021900592	PHI @ IND	L	2250	2225
930	0021900595	CHA @ POR	L	1700	1800
923	0021900603	CLE @ LAC	L	1600	2350
922	0021900600	MEM vs. HOU	W	1900	2350
921	0021900601	MIL vs. NYK	W	2725	1550
918	0021900599	UTA @ BKN	W	2375	1950
916	0021900598	ATL vs. PHX	W	1400	1825
915	0021900602	GSW vs. DAL	L	1425	2225
911	0021900605	BKN @ PHI	L	1925	2225
910	0021900610	DEN vs. CHA	W	2375	1675
909	0021900606	SAS @ MIA	L	1900	2375
908	0021900611	HOU vs. POR	L	2325	1825
907	0021900607	WAS @ CHI	L	1675	1675
905	0021900608	IND @ MIN	W	2250	1775
904	0021900613	LAL vs. ORL	L	2650	1950
901	0021900609	TOR @ OKC	W	2275	2150
899	0021900604	DET @ BOS	W	1675	2400
898	0021900612	DAL @ SAC	W	2250	1750
891	0021900616	NOP vs. UTA	W	1725	2400
889	0021900614	NYK vs. PHX	L	1525	1800
888	0021900617	DEN @ GSW	W	2400	1400
887	0021900618	LAC vs. ORL	W	2375	1975
885	0021900615	BOS @ MIL	L	2375	2750
881	0021900623	OKC vs. MIA	L	2125	2400
880	0021900624	SAS vs. ATL	L	1875	1425
879	0021900620	CHI @ PHI	L	1700	2250
878	0021900619	IND vs. MIN	W	2275	1750
877	0021900621	TOR vs. WAS	W	2300	1650
876	0021900622	MEM vs. CLE	W	1925	1575
874	0021900625	DAL vs. POR	W	2275	1850
867	0021900636	SAC @ UTA	L	1725	2375
865	0021900634	GSW vs. ORL	W	1375	1950
864	0021900626	LAC @ NOP	W	2400	1750
863	0021900630	PHI @ NYK	W	2275	1500
862	0021900628	PHX @ BOS	W	1825	2350
861	0021900627	BKN vs. MIL	L	1900	2775
860	0021900631	CLE @ CHI	L	1550	1675
858	0021900629	ATL vs. DET	L	1450	1700
856	0021900632	TOR @ MIN	W	2325	1725
851	0021900635	OKC vs. POR	W	2100	1825
850	0021900633	LAL @ HOU	W	2625	2300
845	0021900638	DEN vs. IND	L	2425	2300
843	0021900637	SAS vs. MIA	W	1850	2425
841	0021900643	CLE vs. NYK	L	1525	1475
840	0021900640	ATL vs. TOR	L	1425	2350
839	0021900648	LAL @ BOS	L	2650	2325
838	0021900641	PHI @ BKN	W	2300	1875
837	0021900639	WAS vs. DET	W	1625	1725
836	0021900646	NOP @ MEM	W	1725	1950
835	0021900652	GSW @ POR	L	1400	1800
833	0021900647	MIL vs. CHI	W	2800	1700
832	0021900650	PHX vs. SAS	L	1850	1875
829	0021900644	MIA vs. SAC	W	2400	1700
828	0021900645	HOU vs. OKC	L	2275	2125
825	0021900651	UTA vs. IND	W	2400	2325
824	0021900649	DEN @ MIN	W	2400	1700
823	0021900642	CHA vs. ORL	L	1650	1925
813	0021900653	DAL vs. LAC	L	2300	2425
811	0021900665	GSW vs. UTA	L	1375	2425
810	0021900659	NYK vs. LAL	L	1500	2625
809	0021900661	CHI vs. MIN	W	1675	1675
808	0021900662	DEN @ HOU	L	2425	2250
807	0021900654	SAC @ DET	L	1675	1700
805	0021900657	MEM @ BOS	L	1925	2350
802	0021900658	MIA vs. WAS	W	2425	1650
801	0021900660	PHI @ TOR	L	2325	2375
799	0021900663	SAS @ NOP	W	1900	1750
797	0021900664	PHX vs. IND	L	1825	2300
796	0021900656	LAC @ ATL	L	2450	1400
789	0021900655	OKC @ ORL	W	2150	1950
787	0021900668	POR vs. DAL	L	1825	2275
785	0021900667	BKN vs. LAL	L	1850	2650
783	0021900666	WAS @ CLE	W	1625	1500
781	0021900671	ORL vs. BOS	L	1925	2375
780	0021900670	DET vs. MEM	L	1725	1900
779	0021900672	TOR @ NYK	W	2400	1475
778	0021900676	DEN @ NOP	W	2400	1725
777	0021900679	GSW vs. IND	L	1350	2325
776	0021900673	MIA vs. LAC	L	2450	2425
775	0021900674	SAC @ CHI	W	1650	1700
774	0021900675	MIN vs. HOU	L	1650	2275
773	0021900678	PHX @ SAS	W	1800	1925
772	0021900669	MIL @ CHA	W	2825	1625
771	0021900677	OKC vs. ATL	W	2175	1425
759	0021900680	DAL @ UTA	L	2300	2450
758	0021900682	CLE vs. CHI	L	1475	1675
757	0021900684	LAL @ PHI	L	2675	2300
755	0021900683	MIN vs. OKC	L	1625	2200
752	0021900681	BKN @ DET	W	1825	1700
749	0021900686	TOR @ SAS	W	2425	1900
747	0021900689	ORL vs. LAC	L	1900	2450
746	0021900687	WAS @ ATL	L	1650	1400
744	0021900692	IND @ POR	L	2350	1800
743	0021900691	BOS @ NOP	L	2400	1700
742	0021900685	DEN vs. HOU	W	2425	2300
741	0021900688	BKN @ NYK	L	1850	1450
736	0021900690	PHX @ MEM	L	1825	1925
733	0021900697	DAL @ OKC	W	2275	2225
732	0021900695	SAS @ CHI	L	1875	1700
730	0021900698	UTA vs. HOU	L	2475	2275
729	0021900693	DET vs. CLE	L	1675	1450
726	0021900696	MIN vs. SAC	L	1600	1675
725	0021900694	ORL @ MIA	L	1875	2425
721	0021900702	PHI vs. GSW	W	2325	1325
720	0021900706	DAL vs. PHX	L	2300	1800
719	0021900701	BOS @ MIA	W	2375	2450
718	0021900704	DEN @ MEM	L	2450	1950
717	0021900703	TOR vs. ATL	W	2450	1425
715	0021900705	MIL vs. WAS	W	2850	1625
712	0021900699	CHA vs. NYK	W	1600	1475
708	0021900700	NOP @ CLE	W	1725	1475
705	0021900708	IND vs. CHI	W	2325	1725
704	0021900712	HOU @ POR	L	2300	1825
702	0021900711	SAS vs. UTA	W	1850	2450
701	0021900713	SAC vs. OKC	L	1700	2200
699	0021900710	NYK vs. MEM	L	1450	1975
698	0021900709	DET @ BKN	L	1650	1825
693	0021900714	TOR @ CLE	W	2475	1450
692	0021900716	PHI @ ATL	L	2350	1400
691	0021900719	SAC @ LAC	W	1675	2475
689	0021900715	WAS vs. CHA	W	1600	1625
688	0021900718	UTA @ DEN	L	2425	2425
685	0021900717	BOS vs. GSW	W	2400	1300
681	0021900724	DEN @ MIL	W	2450	2875
680	0021900723	MEM @ NOP	L	2000	1750
679	0021900725	PHX vs. OKC	L	1825	2225
677	0021900720	DET vs. TOR	L	1625	2500
676	0021900722	DAL @ HOU	L	2275	2275
674	0021900726	POR @ LAL	W	1850	2650
670	0021900721	CHI @ BKN	L	1700	1850
667	0021900732	PHI @ BOS	L	2325	2425
666	0021900728	NYK @ IND	W	1425	2350
665	0021900731	BKN @ WAS	L	1875	1625
664	0021900730	GSW @ CLE	W	1275	1425
663	0021900727	MIN @ LAC	L	1575	2450
662	0021900734	CHA @ SAS	L	1600	1875
661	0021900733	DAL vs. ATL	W	2250	1425
660	0021900736	SAC vs. LAL	L	1700	2625
658	0021900735	POR vs. UTA	W	1875	2400
653	0021900729	MIA @ ORL	W	2425	1850
647	0021900740	TOR vs. CHI	W	2525	1675
646	0021900737	DET vs. DEN	W	1600	2475
645	0021900738	NOP @ HOU	L	1775	2300
644	0021900739	MIL vs. PHX	W	2850	1800
639	0021900747	MIA vs. PHI	W	2450	2300
638	0021900742	NYK @ CLE	W	1450	1400
637	0021900744	GSW @ WAS	W	1300	1650
636	0021900743	DAL @ IND	W	2275	2325
635	0021900750	LAC vs. SAS	W	2475	1900
634	0021900745	ATL vs. BOS	L	1400	2450
631	0021900748	MEM vs. DET	W	1975	1625
629	0021900746	PHX @ BKN	L	1775	1850
628	0021900749	SAC vs. MIN	W	1675	1550
627	0021900741	CHA vs. ORL	L	1575	1825
619	0021900752	HOU vs. CHA	W	2325	1550
617	0021900753	DEN vs. POR	W	2450	1900
616	0021900754	SAS @ LAL	L	1875	2650
613	0021900751	NOP vs. MIL	L	1750	2875
611	0021900763	LAC vs. MIA	W	2500	2475
610	0021900759	ATL @ MIN	W	1375	1525
609	0021900757	BKN vs. GSW	W	1875	1325
608	0021900756	ORL @ BOS	L	1850	2475
607	0021900761	MEM @ DAL	W	2000	2300
606	0021900755	DET vs. PHX	W	1600	1750
605	0021900760	OKC vs. CLE	W	2250	1375
602	0021900758	TOR vs. IND	W	2550	2300
599	0021900762	UTA vs. DEN	L	2375	2475
593	0021900766	PHI @ MIL	L	2275	2900
592	0021900768	HOU @ LAL	W	2350	2675
590	0021900765	NOP @ CHI	W	1725	1650
589	0021900767	POR vs. SAS	W	1875	1850
585	0021900764	ORL @ NYK	L	1825	1475
583	0021900771	ATL @ BOS	L	1400	2500
582	0021900769	PHI vs. MEM	W	2250	2025
581	0021900770	WAS vs. DAL	W	1625	2275
580	0021900774	PHX vs. HOU	W	1725	2375
579	0021900776	UTA vs. POR	W	2350	1900
578	0021900772	IND vs. TOR	L	2275	2575
575	0021900775	MIA @ SAC	L	2450	1700
574	0021900773	OKC vs. DET	W	2275	1625
567	0021900778	CHA vs. DAL	L	1525	2250
566	0021900782	MIN vs. LAC	W	1500	2525
565	0021900785	SAS @ SAC	L	1825	1725
564	0021900780	NOP @ IND	W	1750	2250
563	0021900781	BKN @ TOR	L	1900	2600
561	0021900784	PHX vs. DEN	L	1750	2500
560	0021900783	LAL @ GSW	W	2650	1300
555	0021900777	MIL @ ORL	W	2925	1800
554	0021900779	NYK @ DET	W	1500	1600
549	0021900788	PHI vs. CHI	W	2275	1625
548	0021900790	HOU vs. UTA	L	2350	2375
547	0021900791	LAC @ CLE	W	2500	1350
546	0021900786	OKC vs. BOS	L	2300	2525
544	0021900787	NYK @ ATL	L	1525	1375
542	0021900789	WAS vs. MEM	L	1650	2000
541	0021900792	POR vs. MIA	W	1875	2425
535	0021900798	UTA @ DAL	W	2400	2275
534	0021900796	TOR vs. MIN	W	2625	1525
533	0021900794	BKN @ IND	W	1875	2225
532	0021900795	ATL @ ORL	L	1400	1775
531	0021900801	PHX @ LAL	L	1725	2675
529	0021900797	MIL vs. SAC	W	2950	1750
528	0021900799	DEN vs. SAS	W	2525	1800
523	0021900800	GSW vs. MIA	L	1275	2400
521	0021900793	DET vs. CHA	L	1575	1500
517	0021900802	LAC @ PHI	L	2525	2300
516	0021900805	SAS @ OKC	W	1775	2275
514	0021900804	NOP vs. POR	W	1775	1900
512	0021900806	HOU vs. BOS	W	2325	2550
511	0021900803	WAS vs. CHI	W	1625	1600
507	0021900808	DET @ ORL	L	1550	1800
506	0021900812	POR @ MEM	L	1875	2025
505	0021900811	WAS @ NYK	W	1650	1500
504	0021900807	CLE vs. ATL	W	1325	1375
503	0021900810	MIL @ IND	L	2975	2200
501	0021900813	MIN vs. CHA	L	1500	1525
500	0021900814	SAC @ DAL	L	1725	2250
499	0021900817	LAL @ DEN	W	2700	2550
498	0021900815	GSW @ PHX	L	1250	1700
495	0021900816	UTA vs. MIA	W	2425	2425
494	0021900809	BKN vs. TOR	W	1900	2650
485	0021900818	LAC @ BOS	L	2500	2525
483	0021900819	OKC @ NOP	W	2250	1800
481	0021900822	PHI vs. BKN	W	2325	1925
480	0021900821	MIA @ ATL	L	2400	1350
479	0021900823	CHA @ CHI	W	1550	1575
478	0021900824	MEM @ SAC	L	2050	1700
477	0021900820	MIL @ DET	W	2950	1525
474	0021900825	HOU @ GSW	W	2350	1225
469	0021900832	UTA vs. SAS	L	2450	1800
468	0021900830	BOS @ MIN	W	2550	1475
466	0021900833	LAL vs. MEM	W	2725	2025
464	0021900826	ORL vs. DAL	L	1825	2275
463	0021900827	CLE @ WAS	W	1350	1675
461	0021900829	TOR vs. PHX	W	2625	1725
460	0021900828	NYK vs. IND	L	1475	2225
457	0021900834	POR vs. NOP	L	1850	1775
455	0021900831	DEN @ OKC	L	2525	2275
451	0021900836	BKN @ CHA	W	1900	1575
450	0021900841	UTA vs. HOU	L	2425	2375
449	0021900837	ATL vs. DAL	W	1375	2300
446	0021900838	MIA vs. CLE	W	2375	1375
444	0021900835	LAC vs. SAC	L	2475	1725
442	0021900839	CHI vs. PHX	L	1550	1700
441	0021900840	PHI @ MIL	L	2350	2975
437	0021900842	LAL vs. BOS	W	2750	2575
436	0021900843	IND @ TOR	L	2250	2650
435	0021900844	DEN vs. MIN	W	2500	1450
434	0021900848	POR vs. DET	W	1825	1500
433	0021900846	SAS @ OKC	L	1825	2300
431	0021900845	CHI vs. WAS	W	1525	1650
425	0021900847	NOP @ GSW	W	1800	1200
423	0021900856	LAC vs. MEM	W	2450	2000
422	0021900849	CLE vs. MIA	W	1350	2400
421	0021900854	MIN @ DAL	L	1425	2275
420	0021900855	PHX @ UTA	W	1725	2400
418	0021900851	WAS vs. MIL	L	1625	3000
415	0021900850	PHI vs. ATL	W	2325	1400
412	0021900853	HOU vs. NYK	W	2400	1450
409	0021900852	BKN vs. ORL	L	1925	1800
407	0021900857	CHA @ IND	L	1550	2225
406	0021900859	OKC @ CHI	W	2325	1550
405	0021900860	DET @ DEN	L	1475	2525
404	0021900861	LAL vs. NOP	W	2775	1825
403	0021900862	BOS @ POR	W	2550	1850
399	0021900858	TOR vs. MIL	L	2675	3025
397	0021900863	GSW vs. SAC	L	1175	1750
393	0021900868	MIA vs. MIN	L	2375	1400
392	0021900872	BOS @ UTA	W	2575	2375
391	0021900864	NYK @ CHA	L	1425	1525
390	0021900867	ORL @ ATL	W	1825	1375
387	0021900871	PHX vs. LAC	L	1750	2475
386	0021900866	BKN @ WAS	L	1900	1600
385	0021900870	MEM @ HOU	L	1975	2425
382	0021900869	DAL @ SAS	W	2300	1800
378	0021900865	PHI @ CLE	L	2350	1375
375	0021900875	OKC vs. SAC	W	2350	1775
374	0021900874	IND vs. POR	W	2250	1825
372	0021900876	LAL @ GSW	W	2800	1150
371	0021900873	PHI vs. NYK	W	2325	1400
367	0021900885	WAS @ UTA	L	1625	2350
366	0021900884	PHX vs. DET	L	1725	1450
365	0021900886	LAC vs. DEN	W	2500	2550
364	0021900883	NOP vs. CLE	W	1800	1400
363	0021900877	MIN @ ORL	L	1425	1850
362	0021900880	DAL @ MIA	L	2325	2350
361	0021900879	TOR vs. CHA	L	2650	1550
358	0021900881	MEM vs. SAC	L	1950	1750
354	0021900878	BKN @ ATL	L	1875	1350
350	0021900882	MIL vs. OKC	W	3050	2375
347	0021900887	CHI @ NYK	L	1525	1375
346	0021900894	GSW @ PHX	W	1125	1700
345	0021900888	POR @ ATL	L	1800	1375
343	0021900890	CLE vs. IND	L	1375	2275
342	0021900893	ORL @ SAS	L	1875	1775
341	0021900892	BOS vs. HOU	L	2600	2450
340	0021900891	MEM vs. LAL	W	1925	2825
336	0021900889	BKN @ MIA	L	1850	2375
331	0021900899	SAC vs. DET	W	1775	1475
329	0021900898	DEN vs. TOR	W	2525	2625
328	0021900895	MIL @ CHA	W	3075	1575
327	0021900897	LAC vs. PHI	W	2525	2350
326	0021900900	NOP vs. LAL	L	1825	2800
323	0021900901	GSW vs. WAS	L	1150	1600
321	0021900896	DAL @ MIN	W	2300	1400
317	0021900908	IND @ SAS	W	2300	1800
316	0021900905	ATL vs. MEM	L	1400	1950
315	0021900906	MIA vs. MIL	W	2400	3100
313	0021900907	DAL @ CHI	L	2325	1500
312	0021900902	UTA @ CLE	W	2375	1350
311	0021900904	ORL vs. POR	L	1850	1775
307	0021900903	HOU @ NYK	L	2475	1400
303	0021900912	LAC @ OKC	W	2550	2350
302	0021900910	BOS vs. BKN	L	2575	1825
301	0021900916	WAS @ SAC	L	1625	1800
300	0021900909	SAS @ CHA	W	1775	1550
297	0021900914	TOR @ PHX	W	2600	1675
296	0021900911	NOP vs. MIN	L	1800	1375
293	0021900915	LAL vs. PHI	W	2825	2325
291	0021900913	GSW @ DEN	W	1125	2550
287	0021900919	MIA vs. ORL	W	2425	1825
286	0021900924	MIL vs. IND	W	3075	2325
285	0021900920	BKN vs. MEM	L	1850	1975
284	0021900922	MIN vs. CHI	W	1400	1525
283	0021900917	CLE vs. BOS	L	1325	2550
281	0021900921	UTA @ NYK	W	2400	1425
280	0021900918	OKC @ DET	W	2325	1450
277	0021900925	WAS @ POR	L	1600	1800
275	0021900923	NOP @ DAL	L	1775	2300
269	0021900927	LAC @ HOU	W	2575	2450
268	0021900929	GSW vs. TOR	L	1150	2625
267	0021900926	DEN @ CHA	W	2525	1525
264	0021900928	PHI @ SAC	W	2300	1825
261	0021900932	NYK vs. OKC	L	1400	2350
260	0021900939	MIL @ LAL	L	3100	2850
259	0021900933	BOS vs. UTA	L	2575	2425
258	0021900935	MIN vs. ORL	L	1425	1800
257	0021900936	MIA @ NOP	L	2450	1750
255	0021900937	MEM @ DAL	L	2000	2325
254	0021900938	POR @ PHX	L	1825	1650
251	0021900931	SAS @ BKN	L	1800	1825
248	0021900934	IND @ CHI	W	2300	1500
247	0021900930	ATL @ WAS	L	1375	1575
241	0021900940	HOU @ CHA	L	2425	1500
240	0021900942	DEN @ CLE	L	2550	1300
239	0021900941	UTA @ DET	W	2450	1425
238	0021900944	GSW vs. PHI	W	1125	2325
236	0021900943	MEM vs. ATL	W	1975	1350
232	0021900945	SAC @ POR	W	1800	1800
229	0021900949	BOS vs. OKC	L	2550	2375
228	0021900951	MIA @ WAS	W	2425	1600
227	0021900952	IND @ DAL	W	2325	2350
226	0021900955	NYK vs. DET	W	1375	1400
225	0021900947	NOP @ MIN	W	1775	1400
224	0021900948	LAL @ LAC	W	2875	2600
223	0021900950	PHX vs. MIL	W	1675	3075
221	0021900954	SAS @ CLE	L	1775	1325
219	0021900946	CHI @ BKN	L	1475	1850
215	0021900956	SAC vs. TOR	L	1825	2650
210	0021900953	ORL @ HOU	W	1825	2400
207	0021900958	MIL @ DEN	L	3050	2525
206	0021900957	ATL vs. CHA	W	1325	1525
205	0021900959	TOR @ UTA	W	2675	2475
201	0021900961	NYK @ WAS	L	1400	1575
200	0021900968	BKN @ LAL	W	1875	2900
198	0021900965	DAL @ SAS	L	2325	1750
197	0021900962	CLE @ CHI	L	1350	1450
196	0021900966	POR vs. PHX	W	1775	1700
195	0021900967	LAC @ GSW	W	2575	1150
194	0021900964	ORL @ MEM	W	1850	2000
193	0021900960	IND vs. BOS	L	2350	2525
187	0021900963	HOU vs. MIN	W	2375	1375
183	0021900969	NYK @ ATL	W	1375	1350
182	0021900970	CHA @ MIA	W	1500	2450
181	0021900973	DEN @ DAL	L	2550	2300
180	0021900971	PHI vs. DET	W	2300	1375
175	0021901231	UTA @ NOP	W	2450	1800
173	0021901232	LAC @ LAL	L	2600	2875
171	0021901238	HOU @ DAL	W	2400	2325
170	0021901233	BKN vs. ORL	L	1900	1875
168	0021901236	BOS @ MIL	L	2550	3025
167	0021901234	POR vs. MEM	W	1800	1975
166	0021901235	PHX @ WAS	W	1675	1600
165	0021901237	SAC @ SAS	L	1800	1775
159	0021901239	MIA @ DEN	W	2425	2525
158	0021901240	UTA @ OKC	L	2475	2400
156	0021901243	LAL @ TOR	L	2900	2700
155	0021901241	LAC vs. NOP	W	2575	1775
154	0021901242	PHI @ IND	L	2325	2325
149	0021901244	BKN vs. WAS	W	1875	1575
148	0021901248	HOU vs. MIL	W	2425	3050
147	0021901245	BOS vs. POR	W	2525	1825
144	0021901246	SAS @ MEM	W	1800	1950
143	0021901247	ORL vs. SAC	W	1900	1775
142	0021901249	PHX vs. DAL	W	1700	2300
137	0021901254	SAS @ PHI	L	1825	2300
136	0021901250	MIA vs. TOR	L	2450	2725
135	0021901255	LAL @ UTA	W	2875	2450
134	0021901253	NOP vs. MEM	W	1750	1925
131	0021901251	DEN @ OKC	W	2500	2425
130	0021901252	IND @ WAS	W	2350	1550
125	0021901261	POR vs. HOU	W	1800	2450
124	0021901256	MIL vs. BKN	L	3025	1900
123	0021901257	SAC vs. DAL	L	1750	2275
122	0021901258	PHX @ LAC	W	1725	2600
121	0021901259	IND vs. ORL	W	2375	1925
120	0021901260	MIA vs. BOS	W	2425	2550
113	0021901262	UTA vs. MEM	W	2425	1900
112	0021901266	ORL vs. TOR	L	1900	2750
111	0021901263	PHI @ WAS	W	2325	1525
108	0021901265	LAL vs. OKC	L	2900	2400
106	0021901264	SAS vs. DEN	L	1800	2525
105	0021901267	BKN @ BOS	L	1925	2525
101	0021901269	MIL vs. MIA	W	3000	2450
100	0021901270	PHX vs. IND	W	1750	2400
98	0021901272	DEN vs. POR	L	2550	1825
97	0021901271	DAL vs. LAC	L	2300	2575
96	0021901273	LAL @ HOU	L	2875	2425
93	0021901268	NOP @ SAC	L	1775	1725
89	0021901278	NOP vs. WAS	W	1750	1500
88	0021901275	MEM vs. OKC	W	1875	2425
87	0021901274	UTA @ SAS	L	2450	1775
86	0021901276	BKN vs. SAC	W	1900	1750
85	0021901277	PHI vs. ORL	W	2350	1875
84	0021901279	TOR vs. BOS	L	2775	2550
77	0021901283	MIA vs. PHX	L	2425	1775
76	0021901284	DAL vs. MIL	W	2275	3025
75	0021901282	LAL @ IND	L	2850	2375
74	0021901280	LAC @ POR	W	2600	1850
69	0021901281	DEN vs. UTA	W	2525	2425
67	0021901286	TOR vs. MEM	W	2750	1900
66	0021901291	LAC vs. BKN	L	2625	1925
65	0021901285	OKC vs. WAS	W	2400	1475
64	0021901288	BOS vs. ORL	W	2575	1850
61	0021901287	SAS @ NOP	W	1800	1775
58	0021901290	SAC vs. HOU	L	1725	2450
57	0021901289	PHI @ POR	L	2375	1825
53	0021901293	UTA vs. DAL	L	2400	2300
52	0021901292	PHX vs. OKC	W	1800	2425
51	0021901295	IND @ MIA	L	2400	2400
50	0021901294	TOR @ MIL	W	2775	3000
49	0021901296	DEN @ LAL	L	2550	2825
43	0021901297	BKN @ ORL	W	1950	1825
42	0021901302	NOP @ SAC	L	1750	1700
41	0021901299	PHX @ PHI	W	1825	2350
40	0021901301	MEM vs. BOS	L	1875	2600
38	0021901298	SAS vs. HOU	W	1825	2475
36	0021901303	MIL @ WAS	W	2975	1450
32	0021901300	POR @ DAL	W	1850	2325
29	0021901304	IND @ HOU	W	2375	2450
28	0021901305	TOR @ PHI	W	2800	2325
27	0021901306	MIA @ OKC	L	2425	2400
26	0021901307	LAC @ DEN	W	2600	2525
21	0021901311	MEM vs. MIL	W	1850	3000
20	0021901310	LAL vs. SAC	L	2850	1725
19	0021901313	DAL @ PHX	L	2300	1850
18	0021901314	SAS @ UTA	L	1850	2375
16	0021901312	NOP @ ORL	L	1725	1800
14	0021901309	BKN vs. POR	L	1975	1875
13	0021901308	WAS @ BOS	W	1425	2625
7	0021901316	IND vs. MIA	W	2400	2400
6	0021901318	TOR vs. DEN	W	2825	2500
5	0021901315	HOU vs. PHI	L	2425	2300
2	0021901317	LAC vs. OKC	W	2625	2425
